code,name,brand,categories,countries,energy_kcal,fat,saturated_fat,carbohydrates,sugar,protein,salt,fiber,image_url,image_nutrition_url,main_category,energy_kcal_zscore,fat_zscore,saturated_fat_zscore,sugar_zscore,protein_zscore,salt_zscore,fiber_zscore,protein_to_fat_ratio,sugar_to_energy_ratio,integrity_score,risk_level
1426,Protein Drink Mix,Herbalife,"Meals, Dietary supplements, Bodybuilding supplements, Protein powders","France,Espagne",110.0,3.0,0.0,5.0,1.0,15.0,0.889,1.0,https://images.openfoodfacts.org/images/products/000/000/000/1426/front_en.4.400.jpg,,Meals,-1.3952260219101822,-1.1878422710550798,-1.3995923368371195,-0.6571161124464289,-0.656178842205168,-0.15422574914601628,-1.2555811819445253,3.75,0.009009009009009009,0.979428956591059,low
1524,roseguard  vitamin a c e  rosmery,herbalife,"en:Plant-based foods and beverages, en:Plant-based foods, en:Sweeteners, Doplněk stravy, en:Stevia and their products, en:Supplement","France,Spain",0.0,0.0,0.0,0.0,0.0,,,,https://images.openfoodfacts.org/images/products/000/000/000/1524/front_cs.4.400.jpg,https://images.openfoodfacts.org/images/products/000/000/000/1524/nutrition_cs.10.400.jpg,en:Plant-based foods and beverages,-0.8119090201039347,-0.607212510835956,-0.4853709395088401,-0.6214713997960135,,,,,0.0,0.9940795572906583,low
1569,Shakemate,Herbalife,"Dietary supplements,Bodybuilding supplements,Protein powders",Ireland,382.0,3.0,1.0,4.0,0.0,83.0,82.5,0.0,https://images.openfoodfacts.org/images/products/000/000/000/1569/front_en.15.400.jpg,https://images.openfoodfacts.org/images/products/000/000/000/1569/nutrition_en.8.400.jpg,Dietary supplements,0.42935758412506825,-0.32067950641764564,-0.6456028867515554,-0.69315092095622,1.3090637957248668,3.149659517082384,-0.6754990274407424,20.75,0.0,0.7979222898470194,moderate
1660,Tom’s of Maine Fresh Mint,"Herbalife, lackmann",Shake proteine,"France, Germany",348.0,3.5,0.9,25.0,15.0,48.0,0.83,15.0,https://images.openfoodfacts.org/images/products/000/000/000/1660/front_fr.34.400.jpg,https://images.openfoodfacts.org/images/products/000/000/000/1660/nutrition_fr.17.400.jpg,Shake proteine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.666666666666666,0.04297994269340974,0.7555425252666699,high
202330877,Hydro 90 BV 104 Whey Protein,WHYsport,"Whey Protein, en:bodybuilding-supplements",Italy,384.0,2.4,0.7,1.8,1.0,88.0,0.4,1.5,https://images.openfoodfacts.org/images/products/000/020/233/0877/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/000/020/233/0877/nutrition_en.8.400.jpg,Whey Protein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.88235294117647,0.0025974025974025974,0.9911167580430656,low
2171,Organic Vegan Protein Shake Mix,Earth Chimp,Protein powders,en:Ireland,120.0,2.0,0.0,11.0,0.003,20.0,0.6,5.0,https://images.openfoodfacts.org/images/products/000/000/000/2171/front_en.17.400.jpg,https://images.openfoodfacts.org/images/products/000/000/000/2171/nutrition_en.8.400.jpg,Protein powders,-2.0697799733225852,-0.7236529802726597,-0.940884894935871,-0.8315655970723381,-1.77466904261464,-0.453232240152637,0.12626518146144877,6.666666666666667,2.4793388429752065e-05,0.8392485055885938,low
244934031,Bio Erbsen Protein 82%,Piowald,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",en:Germany,402.0,7.8,1.0,0.0,0.0,82.0,1.9,,https://images.openfoodfacts.org/images/products/000/024/493/4031/front_de.3.400.jpg,https://images.openfoodfacts.org/images/products/000/024/493/4031/nutrition_de.8.400.jpg,Nahrungsergänzungsmittel,0.527101236609421,0.1057597285763759,-0.5915206435766035,-0.6824399758652182,0.9035027997503043,0.4421410599222899,,9.318181818181817,0.0,0.9910671829113509,low
2600,Protein Drink Mix,Herbalife,"Dietary supplements,Bodybuilding supplements,Protein powders,Protein shakes","Croatia,France,Spain",387.0,8.2,1.1,24.0,0.9,53.0,2.6,1.3,https://images.openfoodfacts.org/images/products/000/000/000/2600/front_en.52.400.jpg,https://images.openfoodfacts.org/images/products/000/000/000/2600/nutrition_fr.21.400.jpg,Dietary supplements,0.4655075658657087,0.008209290993434449,-0.6174183419587257,-0.6101647209707494,0.30575934123174353,0.00487811184342735,-0.5478492410444927,5.760869565217392,0.0023195876288659794,0.9771143557030167,low
4462,Boisson nutritionnelle banana creme,Herbalife,"Dietary supplements, en:bodybuilding-supplements","France,Espagne",377.0,10.0,1.7,32.0,30.0,35.0,1.2,17.0,https://images.openfoodfacts.org/images/products/000/000/000/4462/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/000/000/000/4462/nutrition_fr.9.400.jpg,Dietary supplements,0.3932076023844278,0.12205541317419301,-0.4483110732017476,2.073055745226133,-0.2962233314641304,-0.05022444093923272,0.9937674100486769,3.1818181818181817,0.07936507936507936,0.7837862128264561,high
4505,Anthony's Pumpkin Seed Protein Powder,Anthony's,"Pumpkin seeds and their products,Protein powders",en:Ireland,400.0,10.0,,13.3,6.67,60.0,1.42,6.67,https://images.openfoodfacts.org/images/products/000/000/000/4505/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/000/000/000/4505/nutrition_en.11.400.jpg,Pumpkin seeds and their products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.454545454545454,0.016633416458852867,0.856621289532919,moderate
4900,blueberry muffins,Entenmann's,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Dietary supplements, Special breads, Bodybuilding supplements, English muffins, Protein powders, Breakfast",Ireland,150.0,2.0,1.5,27.0,3.0,6.0,,4.0,https://images.openfoodfacts.org/images/products/000/000/000/4900/front_en.20.400.jpg,https://images.openfoodfacts.org/images/products/000/000/000/4900/nutrition_en.22.400.jpg,Plant-based foods and beverages,-0.3518655500455541,-0.4191852328506068,-0.08719814567665639,-0.40453424978643837,-0.3386650648120319,,-0.29533180413992116,2.0,0.019867549668874173,0.9043880307005433,moderate
4905,Muscle milk,Muscle milk,"Plant-based foods and beverages, Beverages, Plant-based foods, Cereals and potatoes, Breads, Shakes, Protein",en:Ireland,500.0,21.4285714285714,1.78571428571429,67.8571428571429,7.14285714285714,7.14285714285714,,1.0,https://images.openfoodfacts.org/images/products/000/000/000/4905/front_fr.17.400.jpg,,Plant-based foods and beverages,1.3687774585249173,1.0141319100831527,-0.040741033442646964,-0.11412992335367952,-0.26101316703718347,,-0.6223100677215786,0.3184713375796181,0.014257199885942394,0.8231394014943072,moderate
4906,MM Cookies 'n Cream Protein Powder,Miscle milk,"Shake, Protein powder",en:Ireland,100.0,1.0,1.5,7.0,50.0,20.0,,4.0,https://images.openfoodfacts.org/images/products/000/000/000/4906/front_en.3.400.jpg,,Shake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.49504950495049505,0.6855581087997056,high
4909,Marias,Gamesa,"Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Plant-based foods, Snacks, Cereals and potatoes, Breads, Dietary supplements, Bodybuilding supplements, Protein powders, Electrolytes",en:Ireland,100.0,7.0,1.5,26.0,14.0,3.0,,1.0,https://images.openfoodfacts.org/images/products/000/000/000/4909/front_en.33.400.jpg,,Beverages and beverages preparations,0.4956831793277123,2.533948625386896,1.4283467679015411,0.8528985782616866,0.1851454737193756,,0.3515523834711822,0.375,0.13861386138613863,0.8517009522244359,moderate
683442920,Designer Whey Protein Vanilla,ESN,"Dietary supplements, Bodybuilding supplements, Protein powders",en:Germany,374.0,4.5,2.0,5.3,4.5,78.0,0.7,,https://images.openfoodfacts.org/images/products/000/068/344/2920/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/000/068/344/2920/nutrition_en.5.400.jpg,Dietary supplements,0.3715176133400435,-0.22580773793368022,-0.36375743882325856,-0.27821992102886706,1.1418463866426796,-0.06990392407589703,,14.181818181818182,0.012,1.0,low
6853,Collagen,Wehle Sports,Dietary supplements,en:Germany,359.0,0.1,,0.1,0.1,90.0,2.0,,https://images.openfoodfacts.org/images/products/000/000/000/6853/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/000/000/000/6853/nutrition_en.12.400.jpg,Dietary supplements,0.2630676681181222,-0.5040982588199788,,-0.6839302320689455,1.543168168439929,-0.018737267920569827,,81.81818181818181,0.0002777777777777778,0.9788425539857378,low
979254822,Perfectbar,,"Supplementi dietetici, Integratori per bodybuilding, Barrette proteiche",Italy,415.0,18.0,10.0,21.4,0.8,48.0,0.5,4.0,https://images.openfoodfacts.org/images/products/000/097/925/4822/front_it.3.400.jpg,https://images.openfoodfacts.org/images/products/000/097/925/4822/nutrition_it.5.400.jpg,Supplementi dietetici,0.507868803609085,0.9822314470724259,1.158185151501241,-0.7218580757125936,-0.10087596268167726,-0.34661849107076664,-0.15813704315061572,2.526315789473684,0.0019230769230769232,1.0,low
980642755,Bevanda al gusto di cacao,Dieta Lab,"Bevande, Prodotti disidratati, Prodotti disidratati da reidratare, Supplementi dietetici, Bevande istantanee, Integratori per bodybuilding, Bevande disidratate, Proteine in polvere",Italy,352.0,4.8,3.0,9.7,5.2,64.0,2.6,7.5,https://images.openfoodfacts.org/images/products/000/098/064/2755/front_it.3.400.jpg,https://images.openfoodfacts.org/images/products/000/098/064/2755/nutrition_it.5.400.jpg,Bevande,3.2784471570479523,3.1581547700579127,3.1471254832153033,1.1367867960631732,3.1740321156495566,3.3265902716610727,2.4694003612881192,11.03448275862069,0.014730878186968839,0.8420153648159724,moderate
982658167,Protein break,,"Dietary supplements,Bodybuilding supplements",Italy,447.0,18.0,7.8,30.0,20.0,8.7,0.13,,https://images.openfoodfacts.org/images/products/000/098/265/8167/front_it.3.400.jpg,https://images.openfoodfacts.org/images/products/000/098/265/8167/nutrition_it.5.400.jpg,Dietary supplements,0.899307346753394,0.6280381784220086,1.270946159160863,1.1509868564986818,-1.175786903236435,-0.09233853485169435,,0.45789473684210524,0.044642857142857144,0.9438858367396986,moderate
988381152,Perfect 100% Whey,WHY SPORT,en:dietary-supplements,en:Italy,375.0,1.4,0.06,2.5,1.0,88.0,0.295,0.0,https://images.openfoodfacts.org/images/products/000/098/838/1152/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/000/098/838/1152/nutrition_en.5.400.jpg,en:dietary-supplements,1.141503621091452,-0.1926472660805041,-0.31093979680305217,-0.2982264126137761,2.090148372333416,-0.19591568153908098,-0.4498247917636744,36.66666666666667,0.0026595744680851063,1.0,low
1003308851,protein bar chocolate toffee brownie flavour,Powerbar,Protein bars,France,332.0,13.0,6.4,31.0,1.7,24.0,0.4,18.0,https://images.openfoodfacts.org/images/products/000/100/330/8851/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/000/100/330/8851/nutrition_en.5.400.jpg,Protein bars,-0.6345770167317628,-0.3692013153684241,-0.29467762485192067,-0.7590653611232243,-0.7845744261769433,-0.2212206127051841,1.1891310103468322,1.7142857142857142,0.005105105105105105,0.9682901660585141,low
1403701389,High Protein Water,Aqua+,Proteinshake,en:germany,18.0,0.0,0.0,0.0,0.0,4.0,,0.0,,,Proteinshake,-0.8488202324049676,-0.5989922554653013,-1.153437419818817,-1.5563811333420943,-0.8652399698128164,,-0.5773502691896258,4.0,0.0,0.7230290826530491,high
14395,protein pure isolate,Bodylab,"Dietary supplements,Bodybuilding supplements,Protein powders",Netherlands,373.0,1.0,0.6,3.6,3.6,88.0,0.63,,https://images.openfoodfacts.org/images/products/000/000/001/4395/front_de.9.400.jpg,https://images.openfoodfacts.org/images/products/000/000/001/4395/nutrition_de.4.400.jpg,Dietary supplements,0.3642876169919155,-0.44717519772959957,-0.7583410659228741,-0.36120612101433763,1.476281204807054,-0.07265905171503004,,44.0,0.009625668449197862,1.0,low
16510,Whey protein,lackmann,"Dietary supplements, Bodybuilding supplements, Protein powders","Vereinigte Staaten von Amerika, Germany",410.26,8.97,3.85,25.64,17.95,53.85,0.42,,https://images.openfoodfacts.org/images/products/000/000/001/6510/front_en.16.400.jpg,https://images.openfoodfacts.org/images/products/000/000/001/6510/nutrition_en.5.400.jpg,Dietary supplements,0.633677280923168,0.05691013214853679,0.1576566398440906,0.9619627343095544,0.33418630077571543,-0.08092443463242904,,5.401203610832497,0.043646355103827264,0.8690703861615499,moderate
17713,Whey native isolate chocolat,Nutrimuscle,"Dietary supplements, Bodybuilding supplements, Protein powders",en:Ireland,377.0,0.300000011920929,,7.5,,86.0,,,https://images.openfoodfacts.org/images/products/000/000/001/7713/front_en.3.400.jpg,,Dietary supplements,0.3932076023844278,-0.49144868893481036,,,1.409394241174179,,,66.153845547219,,0.9985261659749147,low
32056,spaghetti,Sainsbury's,"Plant-based foods and beverages, Beverages, Plant-based foods, Hot beverages, Plant-based beverages, Pastas, Herbal teas, Dry pastas, Chamomile","France, en:united-kingdom",164.0,0.7,0.1,34.4,1.5,5.1,0.0125,1.4,https://images.openfoodfacts.org/images/products/000/000/003/2056/front_en.25.400.jpg,https://images.openfoodfacts.org/images/products/000/000/003/2056/nutrition_en.18.400.jpg,Plant-based foods and beverages,-0.2830398297027353,-0.5150910122674982,-0.31483799562329917,-0.5096806438396787,-0.3998159343097252,-0.508205161541133,-0.578712965910691,3.0,0.00909090909090909,0.8944995095429414,moderate
3514300592,Unsweetened Green Tea,Ito En,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Green teas, Herbal teas","Japan, United States",0.0,0.0,0.0,0.0,0.0,0.0,0.00613,0.0,https://images.openfoodfacts.org/images/products/000/351/430/0592/front_ja.3.400.jpg,,Plant-based foods and beverages,-1.0892839822900418,-0.5667325857996706,-0.3310979849052022,-0.614827037892919,-0.7463375281299871,-0.5162320386009387,-0.7313028222487978,0.0,0.0,1.0,low
38325,Activate,Tranont,en:dietary-supplements,en:Ireland,10.0,,,1.0,,,,,https://images.openfoodfacts.org/images/products/000/000/003/8325/front_en.3.400.jpg,,en:dietary-supplements,-0.8732352892251043,,,,,,,,,0.9790898387499538,low
39365,Pure Whey Protein Berries & Cream,Bulk Powders,"Dietary supplements,Bodybuilding supplements,Protein powders",France,417.0,7.5,5.0,8.7,8.7,76.3,0.371,0.4,https://images.openfoodfacts.org/images/products/000/000/003/9365/front_fr.6.400.jpg,https://images.openfoodfacts.org/images/products/000/000/003/9365/nutrition_fr.7.400.jpg,Dietary supplements,0.6824074563095514,-0.036064200965749374,0.48177890496163195,0.10904901223666227,1.0849924675547358,-0.08285302397982215,-0.6362221700880502,8.976470588235294,0.0208133971291866,0.8677766970035395,moderate
44701,Summer berries,Herbalife,en:dietary-supplements,en:Ireland,398.0,9.69999980926514,1.60000002384186,33.0,21.0,35.0,,18.0,https://images.openfoodfacts.org/images/products/000/000/004/4701/front_en.3.400.jpg,,en:dietary-supplements,1.26845977160455,1.1289623150573143,0.2642738050374141,0.7180704403593082,0.4233422714175522,,0.6562600179615441,3.2710280956915034,0.05263157894736842,0.9490240618971798,low
49059,MM,Muscle milk,"Protein drink, Protein shake",en:Ireland,170.0,2.0,0.5,9.0,1.0,32.0,,5.0,,,Protein drink,1.7798147675779694,1.3270695954881238,0.0860731559094112,-1.5665502748535238,1.7747776961343151,,1.1536536500215422,10.666666666666666,0.005847953216374269,0.9802059088338827,low
51446,Greek Style Natural Yogurt,M&S Food,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, Yogurts, Fruit yogurts, Greek-style yogurts, Low-fat yogurts, Yogurts high in protein on a fruit layer, en:plain-yogurts","France, en:united-kingdom",64.0,0.4,0.1,8.0,8.0,7.0,0.1775,0.5,https://images.openfoodfacts.org/images/products/000/000/005/1446/front_en.52.400.jpg,https://images.openfoodfacts.org/images/products/000/000/005/1446/nutrition_en.43.400.jpg,Dairies,-0.6554539489764173,-0.9584493745141843,-0.9460277956890688,0.05167870614260715,-0.7133640391150134,-0.34037617836332523,-0.47617765430778247,5.0,0.12307692307692308,0.8957446327656247,moderate
5468879935,Hydrixir antioxydant mojito,OVERSTIM.s,"Dietary supplements, en:instant-beverages",France,357.6,1.0,1.0,88.0,48.0,1.0,1.9,1.0,https://images.openfoodfacts.org/images/products/000/546/887/9935/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/000/546/887/9935/nutrition_fr.5.400.jpg,Dietary supplements,0.2529456732307431,-0.44717519772959957,-0.6456028867515554,3.7327797449355447,-1.4333017132230035,-0.02267316454790269,-0.5773068840590119,0.5,0.13385387618516453,0.7984302931801148,moderate
75283,Blend vegan,Growth,Dietary supplements,Ireland,316.666666666667,,3.33333333333333,,,73.3333333333333,,3.79999995231628,https://images.openfoodfacts.org/images/products/000/000/007/5283/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/000/000/007/5283/nutrition_en.5.400.jpg,Dietary supplements,-0.043002177285964255,,0.012036491747802922,,0.9857768048326371,,-0.302368887272333,,,0.9868998129977928,low
94845,Whey Protein Bar Chocolate Fudge,NO!CE,protein bar,India,365.0,8.93,2.05,46.5,0.0,25.0,0.406,19.7,https://images.openfoodfacts.org/images/products/000/000/009/4845/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/000/000/009/4845/nutrition_en.5.400.jpg,protein bar,-1.0031663374143753,-1.5544300050700413,-1.285430179017567,-0.7913002240280637,-0.6912292232890224,0.026264019306045838,2.1943024136970095,2.5176233635448138,0.0,0.9417276619886545,low
100755,Complete diet protein smoothie advanced strawberry,Bulk Powders,Dietary supplements,France,367.0,8.0,3.0,6.5,6.0,67.2,0.6700000166893,0.99,https://images.openfoodfacts.org/images/products/000/000/010/0755/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/000/000/010/0755/nutrition_en.5.400.jpg,Dietary supplements,0.32090763890314694,-0.004440278137760897,-0.08191199089496173,-0.13990958771974943,0.7806567830251553,-0.07108469240722329,-0.5782888054928291,7.466666666666667,0.016304347826086956,0.878059270126745,moderate
103106,Prenium CTC leaf black tea,Madupatty,"Plant-based foods and beverages, Beverages, Plant-based foods, Hot beverages, Plant-based beverages, Teas, Herbal teas, Black teas, Unsweetened beverages",France,120.0,,,4.0,,19.0,,,https://images.openfoodfacts.org/images/products/000/000/010/3106/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/000/000/010/3106/nutrition_en.10.400.jpg,Plant-based foods and beverages,-0.4993492364944516,,,,0.5446252723768712,,,,,0.994174725800508,low
110415,Plant based protein powder,,en:dietary-supplements,en:spain,400.0,4.0,0.0,0.0,0.0,80.0,2.5,,https://images.openfoodfacts.org/images/products/000/000/011/0415/front_es.8.400.jpg,https://images.openfoodfacts.org/images/products/000/000/011/0415/nutrition_es.10.400.jpg,en:dietary-supplements,1.2794994368665584,0.22135092547638927,-0.3333507160083184,-0.3490412552624303,1.838554998610267,1.1573905759250323,,16.0,0.0,0.9881706658075472,low
111106,Chocolate whey balls dark chocolate,Active Food,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Meat alternatives, Meat analogues, Meat analogues from soy or wheat proteins, Vegetarian balls, Balls from soy and or wheat proteins",France,470.0,22.0,13.8,47.5,33.3,19.1,0.02,4.4,https://images.openfoodfacts.org/images/products/000/000/011/1106/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/000/000/011/1106/nutrition_en.5.400.jpg,Snacks,0.7758135135495814,0.8656383946248881,2.044032071082079,1.1069454999736488,-0.10385183852393377,-0.1175389206120696,-0.7075631002579668,0.8304347826086957,0.07070063694267516,0.7711972778980205,moderate
